Rank,Points,Name,Country,Hand,Age,Category,Scrape_Date,id
538,0.000,HEIDARI HAFTADOUR Fatemeh,IRAN,R,20,Foil_Women_Senior,2024-06-27 03:18:24,1298
539,0.000,MOTAMEDI Kimia,IRAN,R,19,Foil_Women_Senior,2024-06-27 03:18:24,1299
540,0.000,PESCARUS Denisa,ROMANIA,R,17,Foil_Women_Senior,2024-06-27 03:18:24,1300
541,0.000,FERNANDEZ ALVAREZ Beatriz,SPAIN,R,19,Foil_Women_Senior,2024-06-27 03:18:24,1301
542,0.000,IUCA Maria,ROMANIA,R,28,Foil_Women_Senior,2024-06-27 03:18:24,1302
543,0.000,OJEDA Marina,SPAIN,R,26,Foil_Women_Senior,2024-06-27 03:18:24,1303
544,0.000,POLAT Nur Isik,TÜRKIYE,R,15,Foil_Women_Senior,2024-06-27 03:18:24,1304
545,0.000,GONZALEZ RAMOS Claudia,SPAIN,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1305
546,0.000,JUNELE Nikola,LATVIA,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1306
547,0.000,DEL CURA GARCIA Jara,SPAIN,R,17,Foil_Women_Senior,2024-06-27 03:18:24,1307
548,0.000,BUIJSE Valerie,NETHERLANDS,R,19,Foil_Women_Senior,2024-06-27 03:18:24,1308
549,0.000,SANTOS Annika Beatrice,PHILIPPINES,R,21,Foil_Women_Senior,2024-06-27 03:18:24,1309
550,0.000,BEARDMORE Emily,GREAT BRITAIN,R,21,Foil_Women_Senior,2024-06-27 03:18:24,1310
551,0.000,THORSEN Franciska Inta,DENMARK,L,19,Foil_Women_Senior,2024-06-27 03:18:24,1311
552,0.000,MARINO LASSO Ana,SPAIN,R,15,Foil_Women_Senior,2024-06-27 03:18:24,1312
553,0.000,DELMORAL COMUNIAN Andrea,VENEZUELA,R,17,Foil_Women_Senior,2024-06-27 03:18:24,1313
554,0.000,GELISSEN Lopke,BELGIUM,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1314
555,0.000,MARTIN CABELLO Marian,SPAIN,R,20,Foil_Women_Senior,2024-06-27 03:18:24,1315
556,0.000,PEREZ-BEDMAR GOMEZ Jimena,SPAIN,R,19,Foil_Women_Senior,2024-06-27 03:18:24,1316
557,0.000,SAKAC Tia,CROATIA,R,20,Foil_Women_Senior,2024-06-27 03:18:24,1317
558,0.000,BONNET Anna Belle,DENMARK,L,19,Foil_Women_Senior,2024-06-27 03:18:24,1318
559,0.000,BAIXAULI RUIZ Carme,SPAIN,R,19,Foil_Women_Senior,2024-06-27 03:18:24,1319
560,0.000,CARLSEN ANDERSEN Thea,DENMARK,R,19,Foil_Women_Senior,2024-06-27 03:18:24,1320
561,0.000,REBOLLO Patricia,SPAIN,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1321
562,0.000,NAHR Chantal,NETHERLANDS,R,29,Foil_Women_Senior,2024-06-27 03:18:24,1322
563,0.000,LETE MUNOZ-REPISO Mikaela,SPAIN,R,16,Foil_Women_Senior,2024-06-27 03:18:24,1323
564,0.000,CRUZ ARMSTRONG Alegria,SPAIN,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1324
565,0.000,GARCIA CORRAL Emma,SPAIN,R,16,Foil_Women_Senior,2024-06-27 03:18:24,1325
566,0.000,CASALS BRODU Alice,SPAIN,R,16,Foil_Women_Senior,2024-06-27 03:18:24,1326
567,0.000,ROS VINAS Martina,SPAIN,R,15,Foil_Women_Senior,2024-06-27 03:18:24,1327
568,0.000,OSENDE Carmen,SPAIN,R,20,Foil_Women_Senior,2024-06-27 03:18:24,1328
569,0.000,TAPIA SACEDA Elsa,SPAIN,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1329
570,0.000,DEPRATERE FERNANDEZ Norah,SPAIN,L,14,Foil_Women_Senior,2024-06-27 03:18:24,1330
571,0.000,BIMOVA Andrea,CZECHIA,L,31,Foil_Women_Senior,2024-06-27 03:18:24,1331
572,0.000,MONTESINOS RIOS Maria,SPAIN,R,16,Foil_Women_Senior,2024-06-27 03:18:24,1332
573,0.000,SEGURA FUERTES Lorena,SPAIN,R,17,Foil_Women_Senior,2024-06-27 03:18:24,1333
574,0.000,STALINRAJ Joys Ashitha,INDIA,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1334
575,0.000,KOZLOVA Polina,LATVIA,R,17,Foil_Women_Senior,2024-06-27 03:18:24,1335
576,0.000,LUNG Cheuk Ying,"HONG KONG, CHINA",R,15,Foil_Women_Senior,2024-06-27 03:18:24,1336
577,0.000,HAN Iheon,KOREA,R,25,Foil_Women_Senior,2024-06-27 03:18:24,1337
578,0.000,PINEDA VALENCIA Juliana,COLOMBIA,R,26,Foil_Women_Senior,2024-06-27 03:18:24,1338
579,0.000,LEE Arin,KOREA,R,21,Foil_Women_Senior,2024-06-27 03:18:24,1339
580,0.000,GARCIA Ivanna,PERU,R,17,Foil_Women_Senior,2024-06-27 03:18:24,1340
581,0.000,ABOU JAOUDEH Rita,LEBANON,R,30,Foil_Women_Senior,2024-06-27 03:18:24,1341
582,0.000,MAK Long Ching Christy,"HONG KONG, CHINA",R,16,Foil_Women_Senior,2024-06-27 03:18:24,1342
583,0.000,UZEL Defne,TÜRKIYE,R,19,Foil_Women_Senior,2024-06-27 03:18:24,1343
584,0.000,LI Ching Mei,"HONG KONG, CHINA",R,30,Foil_Women_Senior,2024-06-27 03:18:24,1344
585,0.000,CHEUNG Kimberley Vanessa,GREAT BRITAIN,R,30,Foil_Women_Senior,2024-06-27 03:18:24,1345
586,0.000,THAPA Mandira,NEPAL,R,30,Foil_Women_Senior,2024-06-27 03:18:24,1346
587,0.000,KARAVELIOGLU Nilim,TÜRKIYE,R,15,Foil_Women_Senior,2024-06-27 03:18:24,1347
588,0.000,ADHIKARI Anita,NEPAL,R,31,Foil_Women_Senior,2024-06-27 03:18:24,1348
589,0.000,LOZADA Wilhelmina,PHILIPPINES,L,28,Foil_Women_Senior,2024-06-27 03:18:24,1349
590,0.000,AUDIBERT Alicia,FRANCE,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1350
591,0.000,BORCHKHADZE Elene,GEORGIA,R,19,Foil_Women_Senior,2024-06-27 03:18:24,1351
592,0.000,ZHU Xinge,CHINA,R,15,Foil_Women_Senior,2024-06-27 03:18:24,1352
593,0.000,ASATIANI Anastasia,GEORGIA,R,15,Foil_Women_Senior,2024-06-27 03:18:24,1353
594,0.000,CATANTAN Sophia Shekainah,PHILIPPINES,R,14,Foil_Women_Senior,2024-06-27 03:18:24,1354
595,0.000,GUDAMATIASHVILI Nino,GEORGIA,R,16,Foil_Women_Senior,2024-06-27 03:18:24,1355
596,0.000,LIU Hoi Kiu,"HONG KONG, CHINA",R,17,Foil_Women_Senior,2024-06-27 03:18:24,1356
597,0.000,SILK Georgia,GREAT BRITAIN,R,21,Foil_Women_Senior,2024-06-27 03:18:24,1357
598,0.000,MEGRELISHVILI Mariam,GEORGIA,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1358
599,0.000,JINCHARADZE Anano,GEORGIA,R,15,Foil_Women_Senior,2024-06-27 03:18:24,1359
600,0.000,MELADZE Ketevan,GEORGIA,R,15,Foil_Women_Senior,2024-06-27 03:18:24,1360
601,0.000,KONG Eunji,KOREA,R,34,Foil_Women_Senior,2024-06-27 03:18:24,1361
602,0.000,MA Ching Kiu,"HONG KONG, CHINA",R,22,Foil_Women_Senior,2024-06-27 03:18:24,1362
603,0.000,CHUNG Wan Yin,"HONG KONG, CHINA",R,18,Foil_Women_Senior,2024-06-27 03:18:24,1363
604,0.000,ELMALLAH Sarah,EGYPT,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1364
605,0.000,ELIAVA Mariam,GEORGIA,R,16,Foil_Women_Senior,2024-06-27 03:18:24,1365
606,0.000,LEE Jiahn,KOREA,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1366
607,0.000,DEMIRI Nini,GEORGIA,R,15,Foil_Women_Senior,2024-06-27 03:18:24,1367
608,0.000,HONG Hyunhee,KOREA,R,19,Foil_Women_Senior,2024-06-27 03:18:24,1368
609,0.000,LAI Hei Ching Holly,"HONG KONG, CHINA",R,19,Foil_Women_Senior,2024-06-27 03:18:24,1369
610,0.000,SIMONYAN Regina,ARMENIA,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1370
611,0.000,NAVASARDYAN Anahit,ARMENIA,R,15,Foil_Women_Senior,2024-06-27 03:18:24,1371
612,0.000,TALAVERA Daena Louise,PHILIPPINES,R,19,Foil_Women_Senior,2024-06-27 03:18:24,1372
613,0.000,NG Oi Hang,"HONG KONG, CHINA",R,16,Foil_Women_Senior,2024-06-27 03:18:24,1373
614,0.000,GU Maggie Runlin,CANADA,R,15,Foil_Women_Senior,2024-06-27 03:18:24,1374
615,0.000,FAN Shili,CHINA,R,21,Foil_Women_Senior,2024-06-27 03:18:24,1375
616,0.000,KWOK Sze Yi,"HONG KONG, CHINA",R,15,Foil_Women_Senior,2024-06-27 03:18:24,1376
617,0.000,ZHANG Muyang,CHINA,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1377
618,0.000,HU Felice,CANADA,L,16,Foil_Women_Senior,2024-06-27 03:18:24,1378
619,0.000,LESLIE Ryanne,USA,R,19,Foil_Women_Senior,2024-06-27 03:18:24,1379
620,0.000,LAM Hei Nam,"HONG KONG, CHINA",R,16,Foil_Women_Senior,2024-06-27 03:18:24,1380
621,0.000,ALY Lojain,EGYPT,L,17,Foil_Women_Senior,2024-06-27 03:18:24,1381
622,0.000,LI Yitong,CHINA,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1382
623,0.000,CALDERON Ana Sofia,MEXICO,R,22,Foil_Women_Senior,2024-06-27 03:18:24,1383
624,0.000,MAN Yi Ching Alice,"HONG KONG, CHINA",R,13,Foil_Women_Senior,2024-06-27 03:18:24,1384
625,0.000,HANY Salma,EGYPT,R,19,Foil_Women_Senior,2024-06-27 03:18:24,1385
626,0.000,BARRATT Georgina,AUSTRALIA,R,29,Foil_Women_Senior,2024-06-27 03:18:24,1386
627,0.000,CHEUNG Daisy Isis,"HONG KONG, CHINA",R,16,Foil_Women_Senior,2024-06-27 03:18:24,1387
628,0.000,TORRES Jimena,MEXICO,R,19,Foil_Women_Senior,2024-06-27 03:18:24,1388
629,0.000,LI Che Yiu Cherise,"HONG KONG, CHINA",R,17,Foil_Women_Senior,2024-06-27 03:18:24,1389
630,0.000,SEO Jin,KOREA,R,21,Foil_Women_Senior,2024-06-27 03:18:24,1390
631,0.000,MOHAMED Lara,EGYPT,R,15,Foil_Women_Senior,2024-06-27 03:18:24,1391
632,0.000,BALY Jenna,EGYPT,R,17,Foil_Women_Senior,2024-06-27 03:18:24,1392
633,0.000,ANADI Pre Charlene,TOGO,R,20,Foil_Women_Senior,2024-06-27 03:18:24,1393
634,0.000,HOSSAM ELDIN Hana,EGYPT,R,14,Foil_Women_Senior,2024-06-27 03:18:24,1394
635,0.000,CHAN Chloe,"HONG KONG, CHINA",L,16,Foil_Women_Senior,2024-06-27 03:18:24,1395
636,0.000,WONG Chun Wing,"HONG KONG, CHINA",R,17,Foil_Women_Senior,2024-06-27 03:18:24,1396
637,0.000,SAMEJA Khushi,INDIA,L,21,Foil_Women_Senior,2024-06-27 03:18:24,1397
638,0.000,FONG Hoi Tung,"HONG KONG, CHINA",R,16,Foil_Women_Senior,2024-06-27 03:18:24,1398
639,0.000,DIMAS Constanca,PORTUGAL,R,21,Foil_Women_Senior,2024-06-27 03:18:24,1399
640,0.000,ZONI Lea,GERMANY,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1400
641,0.000,FEDELI Caterina,USA,L,15,Foil_Women_Senior,2024-06-27 03:18:24,1401
642,0.000,WU Renee,CHINESE TAIPEI,R,21,Foil_Women_Senior,2024-06-27 03:18:24,1402
643,0.000,WONG Kei Yiu Anissa,"HONG KONG, CHINA",R,17,Foil_Women_Senior,2024-06-27 03:18:24,1403
644,0.000,LOHIYA Vaidehi Sanjay,INDIA,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1404
645,0.000,ABODONIA Karma,EGYPT,R,16,Foil_Women_Senior,2024-06-27 03:18:24,1405
646,0.000,SHIH Han-Lin,CHINESE TAIPEI,L,29,Foil_Women_Senior,2024-06-27 03:18:24,1406
647,0.000,YOUSSEF Arwa,EGYPT,R,15,Foil_Women_Senior,2024-06-27 03:18:24,1407
648,0.000,BURBERRY Livia,BRAZIL,R,16,Foil_Women_Senior,2024-06-27 03:18:24,1408
649,0.000,ABOULAILA Nour,EGYPT,R,20,Foil_Women_Senior,2024-06-27 03:18:24,1409
650,0.000,YARIV Ela,ISRAEL,R,20,Foil_Women_Senior,2024-06-27 03:18:24,1410
651,0.000,MA Yu Han,"HONG KONG, CHINA",R,15,Foil_Women_Senior,2024-06-27 03:18:24,1411
652,0.000,LEUNG Rianne,AUSTRALIA,R,14,Foil_Women_Senior,2024-06-27 03:18:24,1412
653,0.000,KO Claire Hyo Kyung,KOREA,R,16,Foil_Women_Senior,2024-06-27 03:18:24,1413
654,0.000,WHELAN Amelia,AUSTRALIA,R,16,Foil_Women_Senior,2024-06-27 03:18:24,1414
655,0.000,VIANNA Gabriella,BRAZIL,R,20,Foil_Women_Senior,2024-06-27 03:18:24,1415
656,0.000,LAU Ping Ping,"HONG KONG, CHINA",L,34,Foil_Women_Senior,2024-06-27 03:18:24,1416
657,0.000,MECHEREK Nour El Eslam,TUNISIA,R,17,Foil_Women_Senior,2024-06-27 03:18:24,1417
658,0.000,KIM Seoyeon,KOREA,R,20,Foil_Women_Senior,2024-06-27 03:18:24,1418
659,0.000,WAHBA Fatema,EGYPT,R,14,Foil_Women_Senior,2024-06-27 03:18:24,1419
660,0.000,WLOSINSKA Julia,POLAND,L,23,Foil_Women_Senior,2024-06-27 03:18:24,1420
661,0.000,YASSER Farah,EGYPT,R,17,Foil_Women_Senior,2024-06-27 03:18:24,1421
662,0.000,PAULUS Isabella Katelyn,PHILIPPINES,L,17,Foil_Women_Senior,2024-06-27 03:18:24,1422
663,0.000,SHALABI Alaa,EGYPT,R,14,Foil_Women_Senior,2024-06-27 03:18:24,1423
664,0.000,KASED Mariam,EGYPT,R,14,Foil_Women_Senior,2024-06-27 03:18:24,1424
665,0.000,JECHIL Maria,SWEDEN,R,16,Foil_Women_Senior,2024-06-27 03:18:24,1425
666,0.000,GADO Fatema,EGYPT,R,15,Foil_Women_Senior,2024-06-27 03:18:24,1426
667,0.000,ATTEYA Hania,EGYPT,R,15,Foil_Women_Senior,2024-06-27 03:18:24,1427
668,0.000,THOMPSON Holly,GREAT BRITAIN,R,21,Foil_Women_Senior,2024-06-27 03:18:24,1428
669,0.000,GARGNE Elsa,FRANCE,R,22,Foil_Women_Senior,2024-06-27 03:18:24,1429
670,0.000,LOCKE Savannah,CANADA,R,19,Foil_Women_Senior,2024-06-27 03:18:24,1430
671,0.000,ZORIC Mila,SERBIA,R,16,Foil_Women_Senior,2024-06-27 03:18:24,1431
672,0.000,BONNY Esther,FRANCE,R,21,Foil_Women_Senior,2024-06-27 03:18:24,1432
673,0.000,MARCAILLOU Victoire,FRANCE,R,21,Foil_Women_Senior,2024-06-27 03:18:24,1433
674,0.000,SOFRAN Teodora,ROMANIA,R,21,Foil_Women_Senior,2024-06-27 03:18:24,1434
675,0.000,ARNELA Lucia,GERMANY,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1435
676,0.000,VOLONTERI Alessandra,FRANCE,R,24,Foil_Women_Senior,2024-06-27 03:18:24,1436
677,0.000,ONEIL Neve,AUSTRALIA,L,18,Foil_Women_Senior,2024-06-27 03:18:24,1437
678,0.000,EVERS Larissa,GERMANY,L,19,Foil_Women_Senior,2024-06-27 03:18:24,1438
679,0.000,STANKOVIC Sofija,SERBIA,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1439
680,0.000,COSIC Jana,SERBIA,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1440
681,0.000,ABDELHAMID Aisha,EGYPT,R,21,Foil_Women_Senior,2024-06-27 03:18:24,1441
682,0.000,GOMES Rafaella,BRAZIL,R,21,Foil_Women_Senior,2024-06-27 03:18:24,1442
683,0.000,CURWEN Becci,GREAT BRITAIN,R,23,Foil_Women_Senior,2024-06-27 03:18:24,1443
684,0.000,TANTAST Yasmine,ALGERIA,R,23,Foil_Women_Senior,2024-06-27 03:18:24,1444
681,0.000,ABDELHAMID Aisha,EGYPT,R,21,Foil_Women_Senior,2024-06-27 03:18:24,1445
682,0.000,GOMES Rafaella,BRAZIL,R,21,Foil_Women_Senior,2024-06-27 03:18:24,1446
683,0.000,CURWEN Becci,GREAT BRITAIN,R,23,Foil_Women_Senior,2024-06-27 03:18:24,1447
684,0.000,TANTAST Yasmine,ALGERIA,R,23,Foil_Women_Senior,2024-06-27 03:18:24,1448
681,0.000,ABDELHAMID Aisha,EGYPT,R,21,Foil_Women_Senior,2024-06-27 03:18:24,1449
682,0.000,GOMES Rafaella,BRAZIL,R,21,Foil_Women_Senior,2024-06-27 03:18:24,1450
683,0.000,CURWEN Becci,GREAT BRITAIN,R,23,Foil_Women_Senior,2024-06-27 03:18:24,1451
684,0.000,TANTAST Yasmine,ALGERIA,R,23,Foil_Women_Senior,2024-06-27 03:18:24,1452
681,0.000,ABDELHAMID Aisha,EGYPT,R,21,Foil_Women_Senior,2024-06-27 03:18:24,1453
682,0.000,GOMES Rafaella,BRAZIL,R,21,Foil_Women_Senior,2024-06-27 03:18:24,1454
683,0.000,CURWEN Becci,GREAT BRITAIN,R,23,Foil_Women_Senior,2024-06-27 03:18:24,1455
684,0.000,TANTAST Yasmine,ALGERIA,R,23,Foil_Women_Senior,2024-06-27 03:18:24,1456
681,0.000,ABDELHAMID Aisha,EGYPT,R,21,Foil_Women_Senior,2024-06-27 03:18:24,1457
682,0.000,GOMES Rafaella,BRAZIL,R,21,Foil_Women_Senior,2024-06-27 03:18:24,1458
683,0.000,CURWEN Becci,GREAT BRITAIN,R,23,Foil_Women_Senior,2024-06-27 03:18:24,1459
684,0.000,TANTAST Yasmine,ALGERIA,R,23,Foil_Women_Senior,2024-06-27 03:18:24,1460
1,276.000,KIEFER Lee,USA,R,30,Foil_Women_Senior,2024-06-27 03:18:24,1461
2,249.000,FAVARETTO Martina,ITALY,R,22,Foil_Women_Senior,2024-06-27 03:18:24,1462
3,212.000,VOLPI Alice,ITALY,R,32,Foil_Women_Senior,2024-06-27 03:18:24,1463
4,194.000,ERRIGO Arianna,ITALY,L,36,Foil_Women_Senior,2024-06-27 03:18:24,1464
5,168.000,BATINI Martina,ITALY,R,35,Foil_Women_Senior,2024-06-27 03:18:24,1465
6,155.000,CHEN Qingyuan,CHINA,R,27,Foil_Women_Senior,2024-06-27 03:18:24,1466
7,141.000,WALCZYK-KLIMASZYK Julia,POLAND,R,26,Foil_Women_Senior,2024-06-27 03:18:24,1467
8,138.000,SAUER Anne,GERMANY,R,33,Foil_Women_Senior,2024-06-27 03:18:24,1468
9,131.000,GUO Jessica Zi Jia,CANADA,L,19,Foil_Women_Senior,2024-06-27 03:18:24,1469
10,125.000,AZUMA Sera,JAPAN,R,24,Foil_Women_Senior,2024-06-27 03:18:24,1470
11,115.000,WEINTRAUB Maia Mei,USA,R,21,Foil_Women_Senior,2024-06-27 03:18:24,1471
12,112.000,SCRUGGS Lauren,USA,L,21,Foil_Women_Senior,2024-06-27 03:18:24,1472
13,107.000,DUBROVICH Jacqueline,USA,R,29,Foil_Women_Senior,2024-06-27 03:18:24,1473
14,98.000,PALUMBO Francesca,ITALY,L,30,Foil_Women_Senior,2024-06-27 03:18:24,1474
15,90.000,RANVIER Pauline,FRANCE,R,30,Foil_Women_Senior,2024-06-27 03:18:24,1475
16,73.000,HARVEY Eleanor,CANADA,L,29,Foil_Women_Senior,2024-06-27 03:18:24,1476
17,70.000,HUANG Qianqian,CHINA,L,22,Foil_Women_Senior,2024-06-27 03:18:24,1477
18,68.000,TANGHERLINI Elena,ITALY,L,26,Foil_Women_Senior,2024-06-27 03:18:24,1478
19,66.000,UENO Yuka,JAPAN,R,22,Foil_Women_Senior,2024-06-27 03:18:24,1479
20,60.500,MIYAWAKI Karin,JAPAN,R,27,Foil_Women_Senior,2024-06-27 03:18:24,1480
21,54.000,BERTHIER Amita,SINGAPORE,L,23,Foil_Women_Senior,2024-06-27 03:18:24,1481
22,53.500,ELSHARKAWY Yara,EGYPT,L,25,Foil_Women_Senior,2024-06-27 03:18:24,1482
23,53.000,PATRU Morgane,FRANCE,R,26,Foil_Women_Senior,2024-06-27 03:18:24,1483
24,53.000,BLAZE Anita,FRANCE,R,32,Foil_Women_Senior,2024-06-27 03:18:24,1484
25,48.000,CIPRESSA Erica,ITALY,R,28,Foil_Women_Senior,2024-06-27 03:18:24,1485
26,47.000,CHAN Nok Sze Daphne,"HONG KONG, CHINA",R,19,Foil_Women_Senior,2024-06-27 03:18:24,1486
27,46.000,PASZTOR Flora,HUNGARY,R,25,Foil_Women_Senior,2024-06-27 03:18:24,1487
28,45.000,CRISTINO Anna,ITALY,L,22,Foil_Women_Senior,2024-06-27 03:18:24,1488
29,44.500,CALUGAREANU Malina,ROMANIA,L,27,Foil_Women_Senior,2024-06-27 03:18:24,1489
30,43.750,SHI Yue,CHINA,R,25,Foil_Women_Senior,2024-06-27 03:18:24,1490
31,42.000,STUTCHBURY Carolina,GREAT BRITAIN,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1491
32,42.000,EBERT Leonie,GERMANY,L,24,Foil_Women_Senior,2024-06-27 03:18:24,1492
33,42.000,THIBUS Ysaora,FRANCE,R,32,Foil_Women_Senior,2024-06-27 03:18:24,1493
34,41.500,MOHAMED Nora,EGYPT,R,26,Foil_Women_Senior,2024-06-27 03:18:24,1494
35,40.250,ESTEBAN Maxine Isabel,COTE D'IVOIRE,R,23,Foil_Women_Senior,2024-06-27 03:18:24,1495
36,40.000,TSUJI Sumire,JAPAN,R,24,Foil_Women_Senior,2024-06-27 03:18:24,1496
1,191.000,KOCH Mate Tamas,HUNGARY,R,24,Epee_Men_Senior,2024-06-27 03:18:24,1497
2,176.000,SIKLOSI Gergely,HUNGARY,R,26,Epee_Men_Senior,2024-06-27 03:18:24,1498
3,169.000,KANO Koki,JAPAN,R,26,Epee_Men_Senior,2024-06-27 03:18:24,1499
4,161.000,DI VEROLI Davide,ITALY,L,22,Epee_Men_Senior,2024-06-27 03:18:24,1500
5,142.000,VISMARA Federico,ITALY,R,26,Epee_Men_Senior,2024-06-27 03:18:24,1501
6,138.000,BOREL Yannick,FRANCE,R,35,Epee_Men_Senior,2024-06-27 03:18:24,1502
7,133.000,CANNONE Romain,FRANCE,R,27,Epee_Men_Senior,2024-06-27 03:18:24,1503
8,110.000,FREILICH Yuval Shalom,ISRAEL,L,29,Epee_Men_Senior,2024-06-27 03:18:24,1504
9,101.000,MINOBE Kazuyasu,JAPAN,L,36,Epee_Men_Senior,2024-06-27 03:18:24,1505
10,100.000,KURBANOV Ruslan,KAZAKHSTAN,R,32,Epee_Men_Senior,2024-06-27 03:18:24,1506
11,98.000,LIMARDO GASCON Ruben,VENEZUELA,L,38,Epee_Men_Senior,2024-06-27 03:18:24,1507
12,95.000,YAMADA Masaru,JAPAN,R,30,Epee_Men_Senior,2024-06-27 03:18:24,1508
13,93.500,ELSAYED Mohamed,EGYPT,R,21,Epee_Men_Senior,2024-06-27 03:18:24,1509
14,82.000,WANG Zijie,CHINA,L,27,Epee_Men_Senior,2024-06-27 03:18:24,1510
15,80.000,BARDENET Alexandre,FRANCE,R,34,Epee_Men_Senior,2024-06-27 03:18:24,1511
16,79.000,YASSEEN Mohamed,EGYPT,L,20,Epee_Men_Senior,2024-06-27 03:18:24,1512
17,73.000,YU Lefan,CHINA,R,25,Epee_Men_Senior,2024-06-27 03:18:24,1513
18,72.000,RODRIGUEZ John Edison,COLOMBIA,L,33,Epee_Men_Senior,2024-06-27 03:18:24,1514
19,71.000,LOYOLA Neisser,BELGIUM,R,25,Epee_Men_Senior,2024-06-27 03:18:24,1515
20,70.000,KOMATA Akira,JAPAN,R,26,Epee_Men_Senior,2024-06-27 03:18:24,1516
21,70.000,LAN Minghao,CHINA,R,27,Epee_Men_Senior,2024-06-27 03:18:24,1517
22,68.000,ANDRASFI Tibor,HUNGARY,R,24,Epee_Men_Senior,2024-06-27 03:18:24,1518
23,66.000,MIDELTON Luidgi,FRANCE,R,25,Epee_Men_Senior,2024-06-27 03:18:24,1519
24,66.000,FRAZAO Miguel,PORTUGAL,R,21,Epee_Men_Senior,2024-06-27 03:18:24,1520
25,64.000,BAYARD Alexis,SWITZERLAND,L,28,Epee_Men_Senior,2024-06-27 03:18:24,1521
26,59.750,LIMARDO Francisco,VENEZUELA,R,37,Epee_Men_Senior,2024-06-27 03:18:24,1522
27,58.750,IMREK Samuel,USA,L,18,Epee_Men_Senior,2024-06-27 03:18:24,1523
28,58.500,KWEON Youngjun,KOREA,R,37,Epee_Men_Senior,2024-06-27 03:18:24,1524
29,57.000,CUOMO Valerio,ITALY,R,26,Epee_Men_Senior,2024-06-27 03:18:24,1525
30,54.000,BRINKMANN Marco,GERMANY,L,27,Epee_Men_Senior,2024-06-27 03:18:24,1526
31,53.250,NAGY David,HUNGARY,R,24,Epee_Men_Senior,2024-06-27 03:18:24,1527
32,51.000,VUORINEN Niko,FINLAND,L,35,Epee_Men_Senior,2024-06-27 03:18:24,1528
33,50.750,KIM Jaewon,KOREA,L,26,Epee_Men_Senior,2024-06-27 03:18:24,1529
34,50.000,MALCOTTI Lucas,SWITZERLAND,R,29,Epee_Men_Senior,2024-06-27 03:18:24,1530
35,49.000,VAN NUNEN David,NETHERLANDS,R,28,Epee_Men_Senior,2024-06-27 03:18:24,1531
36,47.500,ZHANG Nicholas,CANADA,R,18,Epee_Men_Senior,2024-06-27 03:18:24,1532
37,45.750,ANTKIEWICZ Mateusz,POLAND,R,30,Epee_Men_Senior,2024-06-27 03:18:24,1533
38,45.500,PIATTI Enrico,ITALY,R,22,Epee_Men_Senior,2024-06-27 03:18:24,1534
39,45.000,LUGO Grabiel,VENEZUELA,R,27,Epee_Men_Senior,2024-06-27 03:18:24,1535
40,43.500,MATSUMOTO Ryu,JAPAN,R,22,Epee_Men_Senior,2024-06-27 03:18:24,1536
41,39.000,GIANNOTTE Flavio,LUXEMBOURG,R,29,Epee_Men_Senior,2024-06-27 03:18:24,1537
42,37.250,ELKORD Houssam,MOROCCO,L,31,Epee_Men_Senior,2024-06-27 03:18:24,1538
43,37.000,RAMIREZ Yeisser,USA,R,37,Epee_Men_Senior,2024-06-27 03:18:24,1539
44,36.375,SVENSSON Jonathan,SWEDEN,R,24,Epee_Men_Senior,2024-06-27 03:18:24,1540
45,36.250,BARGUES Manuel,SPAIN,R,29,Epee_Men_Senior,2024-06-27 03:18:24,1541
46,36.125,ELSAYED Ahmed,EGYPT,R,25,Epee_Men_Senior,2024-06-27 03:18:24,1542
47,36.000,ALIMZHANOV Elmir,KAZAKHSTAN,R,37,Epee_Men_Senior,2024-06-27 03:18:24,1543
48,35.750,HEINZER Max,SWITZERLAND,R,36,Epee_Men_Senior,2024-06-27 03:18:24,1544
49,35.000,TULEN Tristan,NETHERLANDS,L,32,Epee_Men_Senior,2024-06-27 03:18:24,1545
50,34.000,BERAN Jiri,CZECHIA,R,42,Epee_Men_Senior,2024-06-27 03:18:24,1546
51,32.500,SANTARELLI Andrea,ITALY,R,31,Epee_Men_Senior,2024-06-27 03:18:24,1547
52,32.375,EL HAOUARI Abdelkarim,MOROCCO,L,30,Epee_Men_Senior,2024-06-27 03:18:24,1548
53,32.375,FRENCH Dylan,CANADA,R,27,Epee_Men_Senior,2024-06-27 03:18:24,1549
